0.0000000	0.0000000	-0.1999986	0.0693755	0.0116372	0.0000000
0.0002500	0.0000000	-0.1999986	0.0693755	0.0116372	0.0000000
0.0005000	-0.0000024	-0.1999986	0.0693755	0.0116367	0.0000000
0.0007500	-0.0000064	-0.1999986	0.0693755	0.0116359	0.0000000
0.0010000	-0.0000120	-0.1999986	0.0693755	0.0116348	0.0000000
0.0015000	-0.0000279	-0.1999986	0.0693755	0.0116316	0.0000000
0.0020000	-0.0000502	-0.1999986	0.0693755	0.0116272	0.0000000
0.0030000	-0.0001140	-0.1999986	0.0693755	0.0116144	0.0000000
0.0040000	-0.0002033	-0.1999986	0.0693755	0.0115965	0.0000000
0.0050000	-0.0003180	-0.1999986	0.0693755	0.0115736	0.0000000
0.0060000	-0.0004583	-0.1999986	0.0693755	0.0115455	0.0000000
0.0070000	-0.0006241	-0.1999986	0.0693755	0.0115124	0.0000000
0.0080000	-0.0008154	-0.1999986	0.0693755	0.0114741	0.0000000
0.0090000	-0.0010322	-0.1999985	0.0693755	0.0114308	0.0000000
0.0100000	-0.0012745	-0.1999985	0.0693755	0.0113823	0.0000000
0.0110000	-0.0015424	-0.1999984	0.0693755	0.0113287	0.0000000
0.0120000	-0.0018357	-0.1999983	0.0693755	0.0112701	0.0000000
0.0130000	-0.0021545	-0.1999982	0.0693755	0.0112063	0.0000000
0.0140000	-0.0024989	-0.1999980	0.0693755	0.0111374	0.0000000
0.0150000	-0.0028687	-0.1999978	0.0693755	0.0110635	0.0000000
0.0160000	-0.0032641	-0.1999976	0.0693755	0.0109844	0.0000000
0.0170000	-0.0036849	-0.1999973	0.0693755	0.0109002	0.0000000
0.0180000	-0.0041313	-0.1999969	0.0693755	0.0108109	0.0000000
0.0190000	-0.0046032	-0.1999965	0.0693755	0.0107166	0.0000000
0.0200000	-0.0051005	-0.1999960	0.0693755	0.0106171	0.0000000
0.0210000	-0.0056234	-0.1999955	0.0693755	0.0105125	0.0000000
0.0220000	-0.0061718	-0.1999948	0.0693755	0.0104028	0.0000000
0.0230000	-0.0067457	-0.1999941	0.0693755	0.0102881	0.0000000
0.0240000	-0.0073451	-0.1999932	0.0693755	0.0101682	0.0000000
0.0250000	-0.0079700	-0.1999923	0.0693755	0.0100432	0.0000000
0.0260000	-0.0086205	-0.1999912	0.0693755	0.0099131	0.0000000
0.0270000	-0.0092964	-0.1999900	0.0693755	0.0097779	0.0000000
0.0280000	-0.0099978	-0.1999886	0.0693755	0.0096377	0.0000000
0.0290000	-0.0107247	-0.1999871	0.0693755	0.0094923	0.0000000
