0.0000000	0.0000000	-0.1999986	0.0693755	0.0116372	0.0000000
0.0010000	0.0000138	-0.1999986	0.0693755	0.0116400	-0.0000000
0.0020000	0.0000552	-0.1999986	0.0693755	0.0116482	-0.0000000
0.0030000	0.0001242	-0.1999986	0.0693755	0.0116620	-0.0000000
0.0040000	0.0002205	-0.1999986	0.0693755	0.0116813	-0.0000000
0.0050000	0.0003452	-0.1999986	0.0693755	0.0117062	-0.0000000
0.0060000	0.0004950	-0.1999986	0.0693755	0.0117362	-0.0000000
0.0070000	0.0006725	-0.1999986	0.0693755	0.0117717	-0.0000000
0.0080000	0.0008819	-0.1999985	0.0693755	0.0118136	-0.0000000
0.0090000	0.0011147	-0.1999985	0.0693755	0.0118601	-0.0000000
0.0100000	0.0013793	-0.1999984	0.0693755	0.0119131	-0.0000000
0.0110000	0.0016673	-0.1999983	0.0693755	0.0119707	-0.0000000
0.0120000	0.0019872	-0.1999982	0.0693755	0.0120346	-0.0000000
0.0130000	0.0023305	-0.1999981	0.0693755	0.0121033	-0.0000000
0.0140000	0.0027057	-0.1999979	0.0693755	0.0121783	-0.0000000
0.0150000	0.0031043	-0.1999977	0.0693755	0.0122581	-0.0000000
0.0160000	0.0035347	-0.1999974	0.0693755	0.0123441	-0.0000000
0.0170000	0.0039886	-0.1999970	0.0693755	0.0124349	-0.0000000
0.0180000	0.0044742	-0.1999966	0.0693755	0.0125320	-0.0000000
0.0190000	0.0049834	-0.1999961	0.0693755	0.0126339	-0.0000000
0.0200000	0.0055243	-0.1999956	0.0693755	0.0127421	-0.0000000
0.0210000	0.0060887	-0.1999949	0.0693755	0.0128549	-0.0000000
0.0220000	0.0066849	-0.1999942	0.0693755	0.0129742	-0.0000000
0.0230000	0.0073046	-0.1999933	0.0693755	0.0130981	-0.0000000
0.0240000	0.0079561	-0.1999923	0.0693755	0.0132284	-0.0000000
0.0250000	0.0086310	-0.1999912	0.0693755	0.0133634	-0.0000000
0.0260000	0.0093378	-0.1999899	0.0693755	0.0135047	-0.0000000
0.0270000	0.0100680	-0.1999885	0.0693755	0.0136508	-0.0000000
0.0280000	0.0108300	-0.1999869	0.0693755	0.0138032	-0.0000000
0.0290000	0.0116155	-0.1999851	0.0693755	0.0139602	-0.0000000
0.0300000	0.0124328	-0.1999832	0.0693755	0.0141237	-0.0000000
0.0310000	0.0132735	-0.1999810	0.0693755	0.0142918	-0.0000000
0.0320000	0.0141461	-0.1999786	0.0693755	0.0144663	-0.0000000
0.0330000	0.0150421	-0.1999760	0.0693755	0.0146455	-0.0000000
0.0340000	0.0159699	-0.1999731	0.0693755	0.0148310	-0.0000000
0.0350000	0.0169212	-0.1999700	0.0693755	0.0150213	-0.0000000
0.0360000	0.0179043	-0.1999666	0.0693755	0.0152179	-0.0000000
0.0370000	0.0189109	-0.1999629	0.0693755	0.0154192	-0.0000000
0.0380000	0.0199493	-0.1999588	0.0693755	0.0156268	-0.0000000
0.0390000	0.0210111	-0.1999545	0.0693755	0.0158391	-0.0000000
0.0400000	0.0221048	-0.1999498	0.0693755	0.0160578	-0.0000000
0.0410000	0.0232219	-0.1999447	0.0693755	0.0162812	-0.0000000
0.0420000	0.0243709	-0.1999392	0.0693755	0.0165109	-0.0000000
